series_id,family,subgroup,panel,arm,canonical_arm,is_alias,score_path,score_sha256,manifest_path,manifest_sha256,score_length,common_valid
MSL__D-16,NASA,NASA-MSL,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__D-16\IHP0_NCTP1\score.npy,62E0B0D550349C905D243A0DE66D8EFB725835F2A2F8AB2264EFDCBA90D3A322,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__D-16\IHP0_NCTP1\score_manifest.json,164EA2804633E6296D9E2594906EF4F71D05383DF2ABB0443128DAFB0B7EC5D9,3642,True
MSL__F-4,NASA,NASA-MSL,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-4\FINAL_DEFAULT\score.npy,EEA187159C56FE60942FC0E3B12AA356716648FC9D892F346E0874FE96673027,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-4\IHP1_NCTP1\alias_manifest.json,56F4F4B0456A5D581AD13945FFDBDF03095896E5306FCE5196F165FF2B96175D,5666,True
MSL__F-4,NASA,NASA-MSL,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-4\IHP1_NCTP0\score.npy,0313DA8143BA4D39F3875685826BC4B7AB010BA8B35C51E9D5528C09CFA70507,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-4\IHP1_NCTP0\score_manifest.json,026B3A8F20893FD099B73A87E716EBE2A1AA22224058BBA93685756D5D39AFF0,5666,True
MSL__F-4,NASA,NASA-MSL,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-4\LEGACY_DEFAULT\score.npy,C14B3FBD1912C941604F78AC6B1C318C0F6DA4FB3F77DD8000F2E1E67678F682,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-4\IHP0_NCTP0\alias_manifest.json,5004A4C0DE76F65EF6A5C29F7AAF4F329E07C92187E79939720189320BBAD87A,5666,True
MSL__F-4,NASA,NASA-MSL,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-4\IHP0_NCTP1\score.npy,5C02FC6CA8752D73454A8B9A1A10B78954BCBF6D8A08BD8B743EDACD68110EA5,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-4\IHP0_NCTP1\score_manifest.json,9FE68A06D1B73C1484927BAD49B4DA5F25EE6F1C88987999773965252E18105E,5666,True
MSL__F-5,NASA,NASA-MSL,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-5\FINAL_DEFAULT\score.npy,E65123C496F9FFAEDEF731F25064DE788B598F4B60975C59DCD6530733D24F63,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-5\IHP1_NCTP1\alias_manifest.json,B912ACC640ECB539BF59FFDDB35EC9C5B3A7CB57ECA66FB5B8D4A22C085339D3,6520,True
MSL__F-5,NASA,NASA-MSL,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-5\IHP1_NCTP0\score.npy,3091BCB745AFE7A3F26A8F73339A47BA8996DE97C6289EC59220838CCABD17E3,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-5\IHP1_NCTP0\score_manifest.json,73C0C930023188075038F82811AD81F51CDFE4B16F2FA3A1990FDE23B49B4CDF,6520,True
MSL__F-5,NASA,NASA-MSL,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-5\LEGACY_DEFAULT\score.npy,82F88186F0219B2ED18FECF0E42081FE6953EE092266962BB95E3AF0A5C8B8C3,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-5\IHP0_NCTP0\alias_manifest.json,9465C4AE0B61BA4BC44D24862D8B5D24988FA7469E1600E609BACFDA400A78C4,6520,True
MSL__F-5,NASA,NASA-MSL,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-5\IHP0_NCTP1\score.npy,D8A9EE95D50BF60D8507DB878BEE99F29643C794961EF5EC8EC638826058D2C0,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-5\IHP0_NCTP1\score_manifest.json,8BD1A1265B9D11620122EA5A935797DD9B6343340E6CE83DE8AC86B716D544A8,6520,True
MSL__F-7,NASA,NASA-MSL,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-7\FINAL_DEFAULT\score.npy,18BD8B7286C592703D121E2548C87162B3679365BD6FC9584C2F1A8C2EAB0422,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-7\IHP1_NCTP1\alias_manifest.json,B4383ACCA0B9DD954A037134D9C45D131E1C34A3537FEF350804698AB16CA8EC,7565,True
MSL__F-7,NASA,NASA-MSL,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-7\IHP1_NCTP0\score.npy,657C86021CAA29C8B9251828B4AC55717756488C8DAC777FF2FD225029E7F89E,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-7\IHP1_NCTP0\score_manifest.json,34CB0BAEBDFCC1832FD3C42CF3652346CC47DBAE9EA2A80DB1798E4ADAE631E3,7565,True
MSL__F-7,NASA,NASA-MSL,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-7\LEGACY_DEFAULT\score.npy,D2E3D04918A3AEA55B50F17F49FD167E36D07FBA591C02CEDBA55F78DF92EBCC,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-7\IHP0_NCTP0\alias_manifest.json,15E2442D809A827B9D189E7DDC46CEA5008048FEDF18E610973D9E115ED20F61,7565,True
MSL__F-7,NASA,NASA-MSL,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-7\IHP0_NCTP1\score.npy,126FA47E9DE272B53C6DD5E72509AAF417D8BF08072E46FFED6BD12A9EF49355,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-7\IHP0_NCTP1\score_manifest.json,89C25D942F72D0691F4887D8C6DFAD0A047426FCE19C554B90F2CE7F41A82EBC,7565,True
MSL__F-8,NASA,NASA-MSL,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-8\FINAL_DEFAULT\score.npy,E812C5B958AF4906D611876CB4FA4A0D6BAD6942931BF0F344C7296F99BAF066,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-8\IHP1_NCTP1\alias_manifest.json,A44D59A02FC2CB9108213BF8BCA8E7291DD1ABCC270886B744EDFD626D252D41,5829,True
MSL__F-8,NASA,NASA-MSL,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-8\IHP1_NCTP0\score.npy,AB402F50ACB83B42F7560E3D45414C50E6DE0695583AA8B8D9DE514D1B80DC8D,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-8\IHP1_NCTP0\score_manifest.json,A0459F3DB3AD5F4AF9E5A4C75F58DB853D3A0A52B267FFF1861A22A1E1DE3D37,5829,True
MSL__F-8,NASA,NASA-MSL,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-8\LEGACY_DEFAULT\score.npy,2306FBBBA1938998E1C390FB6B4ABA8A7A4A87D5BDEB14956534133629896688,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-8\IHP0_NCTP0\alias_manifest.json,37719A02E0410F31A15F580FA0840D38B765ACE4F6F8154C0FDD237028560274,5829,True
MSL__F-8,NASA,NASA-MSL,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-8\IHP0_NCTP1\score.npy,F11054988FCAD32C7639631AC913461338B824176A908C0D94222FA2843B9669,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__F-8\IHP0_NCTP1\score_manifest.json,C0C42212EE27E3C5406E837507A9D04B35920F393DFA32A565AEBE6A83A86D3B,5829,True
MSL__M-1,NASA,NASA-MSL,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-1\FINAL_DEFAULT\score.npy,E5D358C5D0D617BF190AD8BD1571854C75292D59847FCB63671091B6F4D40FE7,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-1\IHP1_NCTP1\alias_manifest.json,ADFFA4B8A9054CADEFF3EDB907A99FE8EB9B0F6C3E309251E5ED681DB27DF72B,4486,True
MSL__M-1,NASA,NASA-MSL,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-1\IHP1_NCTP0\score.npy,1167D0606F992A1A667BF0C982A9ED972265876691C1BEB3B0DF5AB4391018AB,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-1\IHP1_NCTP0\score_manifest.json,57857ACD22089E4EAF7B7A211CCABF09ADB45FF5724E8960D23C6DB50021EC5E,4486,True
MSL__M-1,NASA,NASA-MSL,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-1\LEGACY_DEFAULT\score.npy,49FEFB213C4703DD6143DA2077B882B844DE725AF62B8B9E292D4BE9477889C1,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-1\IHP0_NCTP0\alias_manifest.json,2C38ECE897945903BDA0084EF0A396BB8CBBA909572A04BBDE90CFBDAA086553,4486,True
MSL__M-1,NASA,NASA-MSL,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-1\IHP0_NCTP1\score.npy,8BFCD6AD983B22C19EBE17924775E513F7EBE1A8B355DF830DEBD0385A6B26AC,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-1\IHP0_NCTP1\score_manifest.json,25E0CEB67E4BE3870F8EE79E23A3D7259E79286E482F7B8B18EF363A7D5F7EEA,4486,True
MSL__M-2,NASA,NASA-MSL,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-2\FINAL_DEFAULT\score.npy,6BD4ABBD08103EF9EC8AB13F557F8C639CD432360F5482C94F0EF46225BE0D63,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-2\IHP1_NCTP1\alias_manifest.json,76B5773D018AFAB88F5B8DD848C1DEF6ADCBD85FF4B5020FE09ED6B456CA7917,4485,True
MSL__M-2,NASA,NASA-MSL,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-2\IHP1_NCTP0\score.npy,2A12845C9D037AA220ACA3EAD1105A22A88329AC460DBC6ABA21E75E5D3174EB,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-2\IHP1_NCTP0\score_manifest.json,EDD3925D0008AF17AE300AF2EB1DEF10D50A22AF571D1417B61E3ED0585173CF,4485,True
MSL__M-2,NASA,NASA-MSL,rel,IHP0_NCTP0,LEGACY_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-2\LEGACY_DEFAULT\score.npy,7C74F035C16AC89E2EC60AF35BEE1AABB31B46B3276FEF2186FACED5878B339C,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-2\IHP0_NCTP0\alias_manifest.json,334F6A0E16ED1E4DC42B5819E33A5632E067CBD8DBD40135135E42CC4DD51C1A,4485,True
MSL__M-2,NASA,NASA-MSL,rel_nctp,IHP0_NCTP1,IHP0_NCTP1,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-2\IHP0_NCTP1\score.npy,F685BC2626FAB4076798C469929DE9790326B7B0A779836072314D1199084378,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-2\IHP0_NCTP1\score_manifest.json,BF0286F25C8F61DEFF73C28620F6425400C23061D590915405F980AC1CF658C1,4485,True
MSL__M-3,NASA,NASA-MSL,full,IHP1_NCTP1,FINAL_DEFAULT,True,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-3\FINAL_DEFAULT\score.npy,9727C155A269FCB7DF5402B0C0D7E4BD8B2CBBEBA21D4C437714022A32700871,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-3\IHP1_NCTP1\alias_manifest.json,01185480BC73AB1660696BA559289E6CE4CA593F8AC64556D0BD3A0EC033DD6B,4164,True
MSL__M-3,NASA,NASA-MSL,ihp,IHP1_NCTP0,IHP1_NCTP0,False,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-3\IHP1_NCTP0\score.npy,B17D76FAA0DB90A0FC79F5765535BCC5151F39E8C85E0ADF6EDC9B75A4D5F562,D:\qintian_experiments\ViTTrace_ablation_full_v3_20260718_193834\runs\cache_only_b16_w240_s60\MSL__M-3\IHP1_NCTP0\score_manifest.json,712D4AC7C70D5A744718CF4832D4A32E81E5E6AD7E8F177DFC5C02AE9A6A3696,4164,True
